"week","Loser","Winner","Wk","Date","Day","pts_w","pts_l","w_rank_coaches","w_rank_ap","l_rank_coaches","l_rank_ap","coach","ap"
2012-09-16,"northwestern oklahoma state","texas-san antonio","4",2012-09-22,"Sat","56","3",NA,NA,NA,NA,NA,NA
2012-09-16,"oklahoma","kansas state","4",2012-09-22,"Sat","24","19",13,15,5,6,0,0
2012-09-16,"rice","marshall","4",2012-09-22,"Sat","54","51",NA,NA,NA,NA,NA,NA
2012-09-16,"san diego state","san jose state","4",2012-09-22,"Sat","38","34",NA,NA,NA,NA,NA,NA
2012-09-16,"south alabama","mississippi state","4",2012-09-22,"Sat","30","10",23,23,NA,NA,1,1
2012-09-16,"south carolina state","texas a&m","4",2012-09-22,"Sat","70","14",NA,NA,NA,NA,NA,NA
2012-09-16,"south dakota","northwestern","4",2012-09-22,"Sat","38","7",NA,NA,NA,NA,NA,NA
2012-09-16,"south florida","ball state","4",2012-09-22,"Sat","31","27",NA,NA,NA,NA,NA,NA
2012-09-16,"southern mississippi","western kentucky","4",2012-09-22,"Sat","42","17",NA,NA,NA,NA,NA,NA
2012-09-16,"stephen f. austin","texas state","4",2012-09-22,"Sat","41","37",NA,NA,NA,NA,NA,NA
2012-09-16,"syracuse","minnesota","4",2012-09-22,"Sat","17","10",NA,NA,NA,NA,NA,NA
2012-09-16,"temple","penn state","4",2012-09-22,"Sat","24","13",NA,NA,NA,NA,NA,NA
2012-09-16,"texas-el paso","wisconsin","4",2012-09-22,"Sat","37","26",24,NA,NA,NA,1,NA
2012-09-16,"tulane","mississippi","4",2012-09-22,"Sat","39","0",NA,NA,NA,NA,NA,NA
2012-09-16,"ucla","oregon state","4",2012-09-22,"Sat","27","20",NA,NA,19,19,0,0
2012-09-16,"utah","arizona state","4",2012-09-22,"Sat","37","7",NA,NA,NA,NA,NA,NA
2012-09-16,"vanderbilt","georgia","4",2012-09-22,"Sat","48","3",6,5,NA,NA,1,1
2012-09-16,"virginia","texas christian","4",2012-09-22,"Sat","27","7",16,17,NA,NA,1,1
2012-09-16,"virginia military institute","navy","4",2012-09-22,"Sat","41","3",NA,NA,NA,NA,NA,NA
2012-09-16,"washington state","colorado","4",2012-09-22,"Sat","35","34",NA,NA,NA,NA,NA,NA
2012-09-23,"akron","miami (oh)","5",2012-09-29,"Sat","56","49",NA,NA,NA,NA,NA,NA
2012-09-23,"alabama-birmingham","tulsa","5",2012-09-29,"Sat","49","42",NA,NA,NA,NA,NA,NA
2012-09-23,"arizona","oregon state","5",2012-09-29,"Sat","38","35",21,18,NA,NA,1,1
2012-09-23,"arkansas state","western kentucky","5",2012-09-29,"Sat","26","13",NA,NA,NA,NA,NA,NA
2012-09-23,"army","stony brook","5",2012-09-29,"Sat","23","3",NA,NA,NA,NA,NA,NA
2012-09-23,"ball state","kent state","5",2012-09-29,"Sat","45","43",NA,NA,NA,NA,NA,NA
2012-09-23,"baylor","west virginia","5",2012-09-29,"Sat","70","63",7,9,24,25,1,1
2012-09-23,"boston college","clemson","5",2012-09-29,"Sat","45","31",16,17,NA,NA,1,1
2012-09-23,"buffalo","connecticut","5",2012-09-29,"Sat","24","17",NA,NA,NA,NA,NA,NA
2012-09-23,"california","arizona state","5",2012-09-29,"Sat","27","17",NA,NA,NA,NA,NA,NA
2012-09-23,"central florida","missouri","5",2012-09-29,"Sat","21","16",NA,NA,NA,NA,NA,NA
2012-09-23,"central michigan","northern illinois","5",2012-09-29,"Sat","55","24",NA,NA,NA,NA,NA,NA
2012-09-23,"colorado","ucla","5",2012-09-29,"Sat","42","14",NA,NA,NA,NA,NA,NA
2012-09-23,"colorado state","air force","5",2012-09-29,"Sat","42","21",NA,NA,NA,NA,NA,NA
2012-09-23,"florida atlantic","north texas","5",2012-09-29,"Sat","20","14",NA,NA,NA,NA,NA,NA
2012-09-23,"florida international","louisiana","5",2012-09-29,"Sat","48","20",NA,NA,NA,NA,NA,NA
2012-09-23,"georgia tech","middle tennessee state","5",2012-09-29,"Sat","49","28",NA,NA,NA,NA,NA,NA
2012-09-23,"hawaii","brigham young","5",2012-09-28,"Fri","47","0",NA,NA,NA,NA,NA,NA
2012-09-23,"idaho","north carolina","5",2012-09-29,"Sat","66","0",NA,NA,NA,NA,NA,NA
2012-09-23,"illinois","penn state","5",2012-09-29,"Sat","35","7",NA,NA,NA,NA,NA,NA
2012-09-23,"indiana","northwestern","5",2012-09-29,"Sat","44","29",NA,NA,NA,NA,NA,NA
2012-09-23,"iowa state","texas tech","5",2012-09-29,"Sat","24","13",NA,NA,NA,NA,NA,NA
2012-09-23,"kentucky","south carolina","5",2012-09-29,"Sat","38","17",6,6,NA,NA,1,1
2012-09-23,"marshall","purdue","5",2012-09-29,"Sat","51","41",NA,NA,NA,NA,NA,NA
2012-09-23,"massachusetts","ohio","5",2012-09-29,"Sat","37","34",NA,NA,NA,NA,NA,NA
2012-09-23,"michigan state","ohio state","5",2012-09-29,"Sat","17","16",NA,14,18,20,0,1
2012-09-23,"minnesota","iowa","5",2012-09-29,"Sat","31","13",NA,NA,NA,NA,NA,NA
2012-09-23,"mississippi","alabama","5",2012-09-29,"Sat","33","14",1,1,NA,NA,1,1
2012-09-23,"navy","san jose state","5",2012-09-29,"Sat","12","0",NA,NA,NA,NA,NA,NA
2012-09-23,"nevada-las vegas","utah state","5",2012-09-29,"Sat","35","13",NA,NA,NA,NA,NA,NA
2012-09-23,"new mexico","boise state","5",2012-09-29,"Sat","32","29",NA,24,NA,NA,NA,1
2012-09-23,"new mexico state","texas-san antonio","5",2012-09-29,"Sat","35","14",NA,NA,NA,NA,NA,NA
2012-09-23,"north carolina state","miami (fl)","5",2012-09-29,"Sat","44","37",NA,NA,NA,NA,NA,NA
2012-09-23,"oklahoma state","texas","5",2012-09-29,"Sat","41","36",10,12,22,NA,1,1
2012-09-23,"rhode island","bowling green state","5",2012-09-29,"Sat","48","8",NA,NA,NA,NA,NA,NA
2012-09-23,"rice","houston","5",2012-09-29,"Sat","35","14",NA,NA,NA,NA,NA,NA
2012-09-23,"san diego state","fresno state","5",2012-09-29,"Sat","52","40",NA,NA,NA,NA,NA,NA
2012-09-23,"south alabama","troy","5",2012-09-29,"Sat","31","10",NA,NA,NA,NA,NA,NA
2012-09-23,"south florida","florida state","5",2012-09-29,"Sat","30","17",4,4,NA,NA,1,1
2012-09-23,"southern methodist","texas christian","5",2012-09-29,"Sat","24","16",14,15,NA,NA,1,1
2012-09-23,"southern mississippi","louisville","5",2012-09-29,"Sat","21","17",17,19,NA,NA,1,1
2012-09-23,"stanford","washington","5",2012-09-27,"Thu","17","13",NA,NA,9,8,0,0
2012-09-23,"tennessee","georgia","5",2012-09-29,"Sat","51","44",5,5,NA,NA,1,1
2012-09-23,"texas a&m","arkansas","5",2012-09-29,"Sat","58","10",NA,NA,NA,NA,NA,NA
2012-09-23,"texas state","nevada","5",2012-09-29,"Sat","34","21",NA,NA,NA,NA,NA,NA
2012-09-23,"texas-el paso","east carolina","5",2012-09-29,"Sat","28","18",NA,NA,NA,NA,NA,NA
2012-09-23,"towson","louisiana state","5",2012-09-29,"Sat","38","22",3,3,NA,NA,1,1
2012-09-23,"tulane","louisiana-monroe","5",2012-09-29,"Sat","63","10",NA,NA,NA,NA,NA,NA
2012-09-23,"virginia","louisiana tech","5",2012-09-29,"Sat","44","38",NA,NA,NA,NA,NA,NA
2012-09-23,"virginia tech","cincinnati","5",2012-09-29,"Sat","27","24",NA,NA,25,NA,0,NA
2012-09-23,"wake forest","duke","5",2012-09-29,"Sat","34","27",NA,NA,NA,NA,NA,NA
2012-09-23,"washington state","oregon","5",2012-09-29,"Sat","51","26",2,2,NA,NA,1,1
2012-09-23,"western michigan","toledo","5",2012-09-29,"Sat","37","17",NA,NA,NA,NA,NA,NA
2012-09-23,"wisconsin","nebraska","5",2012-09-29,"Sat","30","27",20,22,23,NA,1,1
2012-09-30,"air force","navy","6",2012-10-06,"Sat","28","21",NA,NA,NA,NA,NA,NA
2012-09-30,"akron","bowling green state","6",2012-10-06,"Sat","24","10",NA,NA,NA,NA,NA,NA
2012-09-30,"arizona","stanford","6",2012-10-06,"Sat","54","48",18,18,NA,NA,1,1
2012-09-30,"auburn","arkansas","6",2012-10-06,"Sat","24","7",NA,NA,NA,NA,NA,NA
2012-09-30,"ball state","northern illinois","6",2012-10-06,"Sat","35","23",NA,NA,NA,NA,NA,NA
2012-09-30,"boston college","army","6",2012-10-06,"Sat","34","31",NA,NA,NA,NA,NA,NA
2012-09-30,"buffalo","ohio","6",2012-10-06,"Sat","38","31",NA,NA,NA,NA,NA,NA
2012-09-30,"central michigan","toledo","6",2012-10-06,"Sat","50","35",NA,NA,NA,NA,NA,NA
2012-09-30,"colorado state","fresno state","6",2012-10-06,"Sat","28","7",NA,NA,NA,NA,NA,NA
2012-09-30,"connecticut","rutgers","6",2012-10-06,"Sat","19","3",21,22,NA,NA,1,1
2012-09-30,"east carolina","central florida","6",2012-10-04,"Thu","40","20",NA,NA,NA,NA,NA,NA
2012-09-30,"eastern michigan","kent state","6",2012-10-06,"Sat","41","14",NA,NA,NA,NA,NA,NA
2012-09-30,"florida international","arkansas state","6",2012-10-04,"Thu","34","20",NA,NA,NA,NA,NA,NA
2012-09-30,"florida state","north carolina state","6",2012-10-06,"Sat","17","16",NA,NA,4,3,0,0
2012-09-30,"georgia","south carolina","6",2012-10-06,"Sat","35","7",6,6,5,5,0,0
2012-09-30,"georgia tech","clemson","6",2012-10-06,"Sat","47","31",15,15,NA,NA,1,1
2012-09-30,"hawaii","san diego state","6",2012-10-06,"Sat","52","14",NA,NA,NA,NA,NA,NA
2012-09-30,"illinois","wisconsin","6",2012-10-06,"Sat","31","14",NA,NA,NA,NA,NA,NA
2012-09-30,"indiana","michigan state","6",2012-10-06,"Sat","31","27",NA,NA,NA,NA,NA,NA
2012-09-30,"kansas","kansas state","6",2012-10-06,"Sat","56","16",8,7,NA,NA,1,1
2012-09-30,"kentucky","mississippi state","6",2012-10-06,"Sat","27","14",19,20,NA,NA,1,1
2012-09-30,"louisiana state","florida","6",2012-10-06,"Sat","14","6",11,10,3,4,0,0
2012-09-30,"marshall","tulsa","6",2012-10-06,"Sat","45","38",NA,NA,NA,NA,NA,NA
2012-09-30,"massachusetts","western michigan","6",2012-10-06,"Sat","52","14",NA,NA,NA,NA,NA,NA
2012-09-30,"miami (fl)","notre dame","6",2012-10-06,"Sat","41","3",10,9,NA,NA,1,1
2012-09-30,"miami (oh)","cincinnati","6",2012-10-06,"Sat","52","14",23,NA,NA,NA,1,NA
2012-09-30,"middle tennessee state","louisiana-monroe","6",2012-10-06,"Sat","31","17",NA,NA,NA,NA,NA,NA
2012-09-30,"mississippi","texas a&m","6",2012-10-06,"Sat","30","27",NA,NA,NA,NA,NA,NA
2012-09-30,"missouri","vanderbilt","6",2012-10-06,"Sat","19","15",NA,NA,NA,NA,NA,NA
2012-09-30,"nebraska","ohio state","6",2012-10-06,"Sat","63","38",NA,12,20,21,0,1
2012-09-30,"nevada-las vegas","louisiana tech","6",2012-10-06,"Sat","58","31",NA,NA,NA,NA,NA,NA
2012-09-30,"new mexico state","idaho","6",2012-10-06,"Sat","26","18",NA,NA,NA,NA,NA,NA
2012-09-30,"north texas","houston","6",2012-10-06,"Sat","44","21",NA,NA,NA,NA,NA,NA
2012-09-30,"northwestern","penn state","6",2012-10-06,"Sat","39","28",NA,NA,22,24,0,0
2012-09-30,"pittsburgh","syracuse","6",2012-10-05,"Fri","14","13",NA,NA,NA,NA,NA,NA
2012-09-30,"purdue","michigan","6",2012-10-06,"Sat","44","13",NA,NA,NA,NA,NA,NA
2012-09-30,"rice","memphis","6",2012-10-06,"Sat","14","10",NA,NA,NA,NA,NA,NA
2012-09-30,"south florida","temple","6",2012-10-06,"Sat","37","28",NA,NA,NA,NA,NA,NA
2012-09-30,"southeastern louisiana","alabama-birmingham","6",2012-10-06,"Sat","52","3",NA,NA,NA,NA,NA,NA
2012-09-30,"southern mississippi","boise state","6",2012-10-06,"Sat","40","14",25,NA,NA,NA,1,NA
2012-09-30,"texas","west virginia","6",2012-10-06,"Sat","48","45",7,8,9,11,1,1
2012-09-30,"texas christian","iowa state","6",2012-10-06,"Sat","37","23",NA,NA,13,15,0,0
2012-09-30,"texas state","new mexico","6",2012-10-06,"Sat","35","14",NA,NA,NA,NA,NA,NA
2012-09-30,"texas tech","oklahoma","6",2012-10-06,"Sat","41","20",14,17,24,NA,1,1
2012-09-30,"texas-el paso","southern methodist","6",2012-10-06,"Sat","17","0",NA,NA,NA,NA,NA,NA
2012-09-30,"tulane","louisiana","6",2012-10-06,"Sat","41","13",NA,NA,NA,NA,NA,NA
2012-09-30,"ucla","california","6",2012-10-06,"Sat","43","17",NA,NA,NA,25,NA,0
2012-09-30,"utah","southern california","6",2012-10-04,"Thu","38","28",12,13,NA,NA,1,1
2012-09-30,"utah state","brigham young","6",2012-10-05,"Fri","6","3",NA,NA,NA,NA,NA,NA
2012-09-30,"virginia","duke","6",2012-10-06,"Sat","42","17",NA,NA,NA,NA,NA,NA
2012-09-30,"virginia tech","north carolina","6",2012-10-06,"Sat","48","34",NA,NA,NA,NA,NA,NA
2012-09-30,"wake forest","maryland","6",2012-10-06,"Sat","19","14",NA,NA,NA,NA,NA,NA
2012-09-30,"washington","oregon","6",2012-10-06,"Sat","52","21",2,2,NA,23,1,1
2012-09-30,"washington state","oregon state","6",2012-10-06,"Sat","19","6",17,14,NA,NA,1,1
2012-09-30,"wyoming","nevada","6",2012-10-06,"Sat","35","28",NA,NA,NA,NA,NA,NA
2012-10-07,"akron","ohio","7",2012-10-13,"Sat","34","28",NA,NA,NA,NA,NA,NA
2012-10-07,"alabama-birmingham","houston","7",2012-10-13,"Sat","39","17",NA,NA,NA,NA,NA,NA
2012-10-07,"army","kent state","7",2012-10-13,"Sat","31","17",NA,NA,NA,NA,NA,NA
2012-10-07,"auburn","mississippi","7",2012-10-13,"Sat","41","20",NA,NA,NA,NA,NA,NA
2012-10-07,"baylor","texas christian","7",2012-10-13,"Sat","49","21",23,NA,NA,NA,1,NA
2012-10-07,"boston college","florida state","7",2012-10-13,"Sat","51","7",9,12,NA,NA,1,1
2012-10-07,"brigham young","oregon state","7",2012-10-13,"Sat","42","24",14,10,NA,NA,1,1
2012-10-07,"buffalo","northern illinois","7",2012-10-13,"Sat","45","3",NA,NA,NA,NA,NA,NA
2012-10-07,"central michigan","navy","7",2012-10-12,"Fri","31","13",NA,NA,NA,NA,NA,NA
2012-10-07,"colorado","arizona state","7",2012-10-11,"Thu","51","17",NA,NA,NA,NA,NA,NA
2012-10-07,"colorado state","san diego state","7",2012-10-13,"Sat","38","14",NA,NA,NA,NA,NA,NA
2012-10-07,"connecticut","temple","7",2012-10-13,"Sat","17","14",NA,NA,NA,NA,NA,NA
2012-10-07,"duke","virginia tech","7",2012-10-13,"Sat","41","20",NA,NA,NA,NA,NA,NA
2012-10-07,"eastern michigan","toledo","7",2012-10-13,"Sat","52","47",NA,NA,NA,NA,NA,NA
2012-10-07,"florida atlantic","louisiana-monroe","7",2012-10-13,"Sat","35","14",NA,NA,NA,NA,NA,NA
2012-10-07,"florida international","middle tennessee state","7",2012-10-13,"Sat","34","30",NA,NA,NA,NA,NA,NA
2012-10-07,"fordham","cincinnati","7",2012-10-13,"Sat","49","17",20,21,NA,NA,1,1
2012-10-07,"fresno state","boise state","7",2012-10-13,"Sat","20","10",22,24,NA,NA,1,1
2012-10-07,"hawaii","new mexico","7",2012-10-13,"Sat","35","23",NA,NA,NA,NA,NA,NA
2012-10-07,"idaho","texas state","7",2012-10-13,"Sat","38","7",NA,NA,NA,NA,NA,NA
2012-10-07,"illinois","michigan","7",2012-10-13,"Sat","45","0",NA,25,NA,NA,NA,1
2012-10-07,"indiana","ohio state","7",2012-10-13,"Sat","52","49",NA,8,NA,NA,NA,1
2012-10-07,"iowa state","kansas state","7",2012-10-13,"Sat","27","21",5,6,25,NA,1,1
2012-10-07,"kansas","oklahoma state","7",2012-10-13,"Sat","20","14",NA,NA,NA,NA,NA,NA
2012-10-07,"kentucky","arkansas","7",2012-10-13,"Sat","49","7",NA,NA,NA,NA,NA,NA
2012-10-07,"louisiana tech","texas a&m","7",2012-10-13,"Sat","59","57",23,22,24,23,1,1
2012-10-07,"memphis","east carolina","7",2012-10-13,"Sat","41","7",NA,NA,NA,NA,NA,NA
2012-10-07,"miami (fl)","north carolina","7",2012-10-13,"Sat","18","14",NA,NA,NA,NA,NA,NA
2012-10-07,"miami (oh)","bowling green state","7",2012-10-13,"Sat","37","12",NA,NA,NA,NA,NA,NA
2012-10-07,"michigan state","iowa","7",2012-10-13,"Sat","19","16",NA,NA,NA,NA,NA,NA
2012-10-07,"minnesota","northwestern","7",2012-10-13,"Sat","21","13",NA,NA,NA,NA,NA,NA
2012-10-07,"missouri","alabama","7",2012-10-13,"Sat","42","10",1,1,NA,NA,1,1
2012-10-07,"nevada-las vegas","nevada","7",2012-10-13,"Sat","42","37",NA,NA,NA,NA,NA,NA
2012-10-07,"pittsburgh","louisville","7",2012-10-13,"Sat","45","35",16,18,NA,NA,1,1
2012-10-07,"purdue","wisconsin","7",2012-10-13,"Sat","38","14",NA,NA,NA,NA,NA,NA
2012-10-07,"san jose state","utah state","7",2012-10-13,"Sat","49","27",NA,NA,NA,NA,NA,NA
2012-10-07,"south alabama","arkansas state","7",2012-10-13,"Sat","36","29",NA,NA,NA,NA,NA,NA
2012-10-07,"south carolina","louisiana state","7",2012-10-13,"Sat","23","21",8,9,3,3,0,0
2012-10-07,"southern methodist","tulane","7",2012-10-13,"Sat","27","26",NA,NA,NA,NA,NA,NA
2012-10-07,"southern mississippi","central florida","7",2012-10-13,"Sat","38","31",NA,NA,NA,NA,NA,NA
2012-10-07,"stanford","notre dame","7",2012-10-13,"Sat","20","13",7,7,17,17,1,1
2012-10-07,"syracuse","rutgers","7",2012-10-13,"Sat","23","15",19,20,NA,NA,1,1
2012-10-07,"tennessee","mississippi state","7",2012-10-13,"Sat","41","31",18,19,NA,NA,1,1
2012-10-07,"texas","oklahoma","7",2012-10-13,"Sat","63","21",10,13,15,15,1,1
2012-10-07,"texas-el paso","tulsa","7",2012-10-11,"Thu","33","11",NA,NA,NA,NA,NA,NA
2012-10-07,"texas-san antonio","rice","7",2012-10-13,"Sat","34","14",NA,NA,NA,NA,NA,NA
2012-10-07,"troy","western kentucky","7",2012-10-11,"Thu","31","26",NA,NA,NA,NA,NA,NA
2012-10-07,"utah","ucla","7",2012-10-13,"Sat","21","14",NA,NA,NA,NA,NA,NA
2012-10-07,"vanderbilt","florida","7",2012-10-13,"Sat","31","17",6,4,NA,NA,1,1
2012-10-07,"virginia","maryland","7",2012-10-13,"Sat","27","20",NA,NA,NA,NA,NA,NA
2012-10-07,"washington","southern california","7",2012-10-13,"Sat","24","14",10,11,NA,NA,1,1
2012-10-07,"washington state","california","7",2012-10-13,"Sat","31","17",NA,NA,NA,NA,NA,NA
2012-10-07,"west virginia","texas tech","7",2012-10-13,"Sat","49","14",NA,NA,4,5,0,0
2012-10-07,"western michigan","ball state","7",2012-10-13,"Sat","30","24",NA,NA,NA,NA,NA,NA
2012-10-07,"wyoming","air force","7",2012-10-13,"Sat","28","27",NA,NA,NA,NA,NA,NA
2012-10-14,"akron","northern illinois","8",2012-10-20,"Sat","37","7",NA,NA,NA,NA,NA,NA
2012-10-14,"alabama-birmingham","east carolina","8",2012-10-20,"Sat","42","35",NA,NA,NA,NA,NA,NA
2012-10-14,"arizona state","oregon","8",2012-10-18,"Thu","43","21",2,2,24,NA,1,1
2012-10-14,"army","eastern michigan","8",2012-10-20,"Sat","48","38",NA,NA,NA,NA,NA,NA
2012-10-14,"auburn","vanderbilt","8",2012-10-20,"Sat","17","13",NA,NA,NA,NA,NA,NA
2012-10-14,"baylor","texas","8",2012-10-20,"Sat","56","50",25,NA,NA,NA,1,NA
2012-10-14,"boston college","georgia tech","8",2012-10-20,"Sat","37","17",NA,NA,NA,NA,NA,NA
2012-10-14,"brigham young","notre dame","8",2012-10-20,"Sat","17","14",5,5,NA,NA,1,1
2012-10-14,"buffalo","pittsburgh","8",2012-10-20,"Sat","20","6",NA,NA,NA,NA,NA,NA
2012-10-14,"california","stanford","8",2012-10-20,"Sat","21","3",23,22,NA,NA,1,1
2012-10-14,"central michigan","ball state","8",2012-10-20,"Sat","41","30",NA,NA,NA,NA,NA,NA
2012-10-14,"cincinnati","toledo","8",2012-10-20,"Sat","29","23",NA,NA,18,21,0,0
2012-10-14,"colorado","southern california","8",2012-10-20,"Sat","50","6",9,11,NA,NA,1,1
2012-10-14,"connecticut","syracuse","8",2012-10-19,"Fri","40","10",NA,NA,NA,NA,NA,NA
2012-10-14,"florida atlantic","south alabama","8",2012-10-20,"Sat","37","34",NA,NA,NA,NA,NA,NA
2012-10-14,"florida international","troy","8",2012-10-20,"Sat","38","37",NA,NA,NA,NA,NA,NA
2012-10-14,"houston","southern methodist","8",2012-10-18,"Thu","72","42",NA,NA,NA,NA,NA,NA
2012-10-14,"idaho","louisiana tech","8",2012-10-20,"Sat","70","28",NA,NA,NA,NA,NA,NA
2012-10-14,"indiana","navy","8",2012-10-20,"Sat","31","30",NA,NA,NA,NA,NA,NA
2012-10-14,"iowa","penn state","8",2012-10-20,"Sat","38","14",NA,NA,NA,NA,NA,NA
2012-10-14,"iowa state","oklahoma state","8",2012-10-20,"Sat","31","10",NA,NA,NA,NA,NA,NA
2012-10-14,"kansas","oklahoma","8",2012-10-20,"Sat","52","7",9,10,NA,NA,1,1
2012-10-14,"kentucky","georgia","8",2012-10-20,"Sat","29","24",12,13,NA,NA,1,1
2012-10-14,"louisiana","north texas","8",2012-10-16,"Tue","30","23",NA,NA,NA,NA,NA,NA
2012-10-14,"maryland","north carolina state","8",2012-10-20,"Sat","20","18",NA,NA,NA,NA,NA,NA
2012-10-14,"massachusetts","bowling green state","8",2012-10-20,"Sat","24","0",NA,NA,NA,NA,NA,NA
2012-10-14,"memphis","central florida","8",2012-10-20,"Sat","35","17",NA,NA,NA,NA,NA,NA
2012-10-14,"miami (fl)","florida state","8",2012-10-20,"Sat","33","20",8,12,NA,NA,1,1
2012-10-14,"michigan state","michigan","8",2012-10-20,"Sat","12","10",25,23,NA,NA,1,1
2012-10-14,"middle tennessee state","mississippi state","8",2012-10-20,"Sat","45","3",16,15,NA,NA,1,1
2012-10-14,"minnesota","wisconsin","8",2012-10-20,"Sat","38","13",NA,NA,NA,NA,NA,NA
2012-10-14,"nevada","san diego state","8",2012-10-20,"Sat","39","38",NA,NA,NA,NA,NA,NA
2012-10-14,"nevada-las vegas","boise state","8",2012-10-20,"Sat","32","7",22,24,NA,NA,1,1
2012-10-14,"new mexico","air force","8",2012-10-20,"Sat","28","23",NA,NA,NA,NA,NA,NA
2012-10-14,"new mexico state","utah state","8",2012-10-20,"Sat","41","7",NA,NA,NA,NA,NA,NA
2012-10-14,"north carolina","duke","8",2012-10-20,"Sat","33","30",NA,NA,NA,NA,NA,NA
2012-10-14,"northwestern","nebraska","8",2012-10-20,"Sat","29","28",NA,NA,NA,NA,NA,NA
2012-10-14,"purdue","ohio state","8",2012-10-20,"Sat","29","22",NA,7,NA,NA,NA,1
2012-10-14,"rice","tulsa","8",2012-10-20,"Sat","28","24",NA,NA,NA,NA,NA,NA
2012-10-14,"south carolina","florida","8",2012-10-20,"Sat","44","11",4,3,8,9,1,1
2012-10-14,"south florida","louisville","8",2012-10-20,"Sat","27","25",14,16,NA,NA,1,1
2012-10-14,"southern mississippi","marshall","8",2012-10-20,"Sat","59","24",NA,NA,NA,NA,NA,NA
2012-10-14,"temple","rutgers","8",2012-10-20,"Sat","35","10",17,19,NA,NA,1,1
2012-10-14,"tennessee","alabama","8",2012-10-20,"Sat","44","13",1,1,NA,NA,1,1
2012-10-14,"texas a&m","louisiana state","8",2012-10-20,"Sat","24","19",6,6,19,20,1,1
2012-10-14,"texas christian","texas tech","8",2012-10-20,"Sat","56","53",20,18,21,NA,1,1
2012-10-14,"texas-san antonio","san jose state","8",2012-10-20,"Sat","52","24",NA,NA,NA,NA,NA,NA
2012-10-14,"tulane","texas-el paso","8",2012-10-20,"Sat","24","20",NA,NA,NA,NA,NA,NA
2012-10-14,"utah","oregon state","8",2012-10-20,"Sat","21","7",11,8,NA,NA,1,1
2012-10-14,"virginia","wake forest","8",2012-10-20,"Sat","16","10",NA,NA,NA,NA,NA,NA
2012-10-14,"virginia tech","clemson","8",2012-10-20,"Sat","38","17",13,14,NA,NA,1,1
2012-10-14,"washington","arizona","8",2012-10-20,"Sat","52","17",NA,NA,NA,NA,NA,NA
2012-10-14,"west virginia","kansas state","8",2012-10-20,"Sat","55","14",3,4,15,17,1,1
2012-10-14,"western kentucky","louisiana-monroe","8",2012-10-20,"Sat","43","42",NA,NA,NA,NA,NA,NA
2012-10-14,"western michigan","kent state","8",2012-10-20,"Sat","41","24",NA,NA,NA,NA,NA,NA
2012-10-14,"wyoming","fresno state","8",2012-10-20,"Sat","42","14",NA,NA,NA,NA,NA,NA
2012-10-21,"akron","central michigan","9",2012-10-27,"Sat","35","14",NA,NA,NA,NA,NA,NA
2012-10-21,"alabama-birmingham","tulane","9",2012-10-27,"Sat","55","45",NA,NA,NA,NA,NA,NA
2012-10-21,"arizona state","ucla","9",2012-10-27,"Sat","45","43",NA,NA,NA,NA,NA,NA
2012-10-21,"arkansas","mississippi","9",2012-10-27,"Sat","30","27",NA,NA,NA,NA,NA,NA
2012-10-21,"army","ball state","9",2012-10-27,"Sat","30","22",NA,NA,NA,NA,NA,NA
2012-10-21,"auburn","texas a&m","9",2012-10-27,"Sat","63","21",21,22,NA,NA,1,1
2012-10-21,"baylor","iowa state","9",2012-10-27,"Sat","35","21",NA,NA,NA,NA,NA,NA
2012-10-21,"buffalo","toledo","9",2012-10-27,"Sat","25","20",NA,NA,NA,NA,NA,NA
2012-10-21,"california","utah","9",2012-10-27,"Sat","49","27",NA,NA,NA,NA,NA,NA
2012-10-21,"cincinnati","louisville","9",2012-10-26,"Fri","34","31",14,16,NA,NA,1,1
2012-10-21,"colorado","oregon","9",2012-10-27,"Sat","70","14",2,2,NA,NA,1,1
2012-10-21,"duke","florida state","9",2012-10-27,"Sat","48","7",10,11,NA,NA,1,1
2012-10-21,"east carolina","navy","9",2012-10-27,"Sat","56","28",NA,NA,NA,NA,NA,NA
2012-10-21,"eastern michigan","bowling green state","9",2012-10-27,"Sat","24","3",NA,NA,NA,NA,NA,NA
2012-10-21,"florida","georgia","9",2012-10-27,"Sat","17","9",11,12,3,3,0,0
2012-10-21,"florida international","western kentucky","9",2012-10-27,"Sat","14","6",NA,NA,NA,NA,NA,NA
2012-10-21,"georgia tech","brigham young","9",2012-10-27,"Sat","41","17",NA,NA,NA,NA,NA,NA
2012-10-21,"hawaii","colorado state","9",2012-10-27,"Sat","42","27",NA,NA,NA,NA,NA,NA
2012-10-21,"illinois","indiana","9",2012-10-27,"Sat","31","17",NA,NA,NA,NA,NA,NA
2012-10-21,"iowa","northwestern","9",2012-10-27,"Sat","28","17",NA,NA,NA,NA,NA,NA
2012-10-21,"kansas","texas","9",2012-10-27,"Sat","21","17",24,NA,NA,NA,1,NA
2012-10-21,"kentucky","missouri","9",2012-10-27,"Sat","33","10",NA,NA,NA,NA,NA,NA
